tier,case_id,range_km,bearing_deg,target_accel_x_mps2,apn_gain,seed,nearest_distance_m,rho_fuze,entered_R_fuze,max_achieved_lateral_g,stable_trace_count,acceleration_valid_observed,acceleration_rmse_mps2,terminal_acceleration_error_mps2,max_estimated_acceleration_mps2,max_apn_acceleration_mps2,max_component_sum_error_mps2
clean_stage4,p10_clean_stage4_r10_bp30_am8_g0p125_s20260621,10.0,30.0,-8.0,0.125,20260621,0.0016057599949166911,0.00010705066632777941,True,21.80306891645003,86,True,8.344591928115886e-07,8.343701488881441e-07,7.999999165750834,0.7927278340436437,1.1461674948391557e-14
clean_stage4,p10_clean_stage4_r10_bp30_ap0_g0p125_s20260621,10.0,30.0,0.0,0.125,20260621,0.001366372754305367,9.109151695369113e-05,True,22.199429302394694,91,True,3.3199216716944327e-10,2.0409458909312792e-10,4.820943258448874e-10,5.769966524029203e-11,1.635833474758286e-14
clean_stage4,p10_clean_stage4_r10_bp30_ap8_g0p125_s20260621,10.0,30.0,8.0,0.125,20260621,0.0019197446014879614,0.00012798297343253074,True,22.58933525566579,98,True,8.346227421178126e-07,8.346469304806982e-07,7.9999991655923886,0.7751969285848633,1.6064988546887378e-14
clean_stage4,p10_clean_stage4_r10_bp60_am8_g0p125_s20260621,10.0,60.0,-8.0,0.125,20260621,0.001395720552346586,9.304803682310573e-05,True,34.99989781054901,204,True,8.343244021377284e-07,8.343566163173926e-07,7.999999166132296,0.4690132415401511,1.7939916729533488e-14
clean_stage4,p10_clean_stage4_r10_bp60_ap0_g0p125_s20260621,10.0,60.0,0.0,0.125,20260621,0.0013994803990926446,9.329869327284297e-05,True,34.98361737847034,241,True,2.8921345113620137e-10,2.649857522532044e-10,5.858615277750559e-10,5.3986313051301176e-11,1.7898840519806693e-14
clean_stage4,p10_clean_stage4_r10_bp60_ap8_g0p125_s20260621,10.0,60.0,8.0,0.125,20260621,100.68148829596419,6.712099219730946,False,34.83135000167035,319,True,8.346306109141259e-07,8.348197430426536e-07,7.999999166805126,0.5499920307573458,2.4749150458086097e-14
clean_stage4,p10_clean_stage4_r6_bm60_am8_g0p25_s20260621,6.0,-60.0,-8.0,0.25,20260621,16.873822372326003,1.1249214914884003,False,34.99999999999999,105,True,8.345482436916459e-07,8.34529443283367e-07,7.9999991656572575,0.9091974266736855,1.3388031170167718e-14
clean_stage4,p10_clean_stage4_r6_bm60_ap0_g0p25_s20260621,6.0,-60.0,0.0,0.25,20260621,0.0013987655566079337,9.325103710719558e-05,True,34.99999999999999,92,True,1.8208997785264616e-10,1.1057261860452957e-10,2.4299757258673504e-10,5.883783730167176e-11,1.2665287299774904e-14
clean_stage4,p10_clean_stage4_r6_bm60_ap8_g0p25_s20260621,6.0,-60.0,8.0,0.25,20260621,0.0013834250896503687,9.222833931002457e-05,True,34.99999999999999,83,True,8.344876131891847e-07,8.344313575877731e-07,7.999999165753691,0.8161869869148402,1.407785552277626e-14
clean_stage4,p10_clean_stage4_r6_bm30_am8_g0p25_s20260621,6.0,-30.0,-8.0,0.25,20260621,0.0019768282667819883,0.00013178855111879923,True,25.35760963519754,18,True,8.347521653600872e-07,8.344660507132889e-07,7.999999165600432,1.4189679954480392,5.9746092726847654e-15
