after_nearest_distance_m,after_variant,bearing_deg,before_nearest_distance_m,before_variant,case_id,effect_id,entered_R_fuze_after,entered_R_fuze_before,interpretation,launch_class,miss_distance_delta_m,offset_deg,range_km
57.09193317043068,capture_lead_apn,-45.0,71.16879498660327,capture_lead,guidance_ablation_cv_8km_m45deg,apn_without_pn,False,False,improved,M,-14.076861816172595,45.0,8.0
24.448053914821326,full,-45.0,25.97862787321756,capture_pn_lead,guidance_ablation_cv_8km_m45deg,apn_with_pn,False,False,improved,M,-1.5305739583962357,45.0,8.0
24.448053914821326,full,-45.0,57.09193317043068,capture_lead_apn,guidance_ablation_cv_8km_m45deg,pn_with_lead_apn,False,False,improved,M,-32.64387925560935,45.0,8.0
19.400442189585156,full_no_track_filter,-45.0,24.448053914821326,full,guidance_ablation_cv_8km_m45deg,remove_track_filter,False,False,improved,M,-5.04761172523617,45.0,8.0
23.73547104191086,full_fast_scalar_autopilot,-45.0,24.448053914821326,full,guidance_ablation_cv_8km_m45deg,near_instant_scalar_autopilot,False,False,improved,M,-0.7125828729104668,45.0,8.0
25.023668417662705,full_autopilot_order2,-45.0,24.448053914821326,full,guidance_ablation_cv_8km_m45deg,second_order_autopilot,False,False,worsened,M,0.575614502841379,45.0,8.0
25.766631950255608,full_autopilot_order3,-45.0,24.448053914821326,full,guidance_ablation_cv_8km_m45deg,third_order_autopilot,False,False,worsened,M,1.3185780354342818,45.0,8.0
496.0673310928664,capture_pn,-60.0,1157.0257781792457,capture_only,guidance_ablation_cv_8km_m60deg,pn_without_lead_apn,False,False,improved,M,-660.9584470863792,60.0,8.0
1018.7995161993435,capture_lead,-60.0,1157.0257781792457,capture_only,guidance_ablation_cv_8km_m60deg,lead_without_pn,False,False,improved,M,-138.22626197990212,60.0,8.0
290.3428595361237,capture_pn_lead,-60.0,496.0673310928664,capture_pn,guidance_ablation_cv_8km_m60deg,lead_with_pn,False,False,improved,M,-205.72447155674274,60.0,8.0
290.3428595361237,capture_pn_lead,-60.0,1018.7995161993435,capture_lead,guidance_ablation_cv_8km_m60deg,pn_with_lead,False,False,improved,M,-728.4566566632199,60.0,8.0
883.9829540500572,capture_lead_apn,-60.0,1018.7995161993435,capture_lead,guidance_ablation_cv_8km_m60deg,apn_without_pn,False,False,improved,M,-134.81656214928637,60.0,8.0
221.45976608624136,full,-60.0,290.3428595361237,capture_pn_lead,guidance_ablation_cv_8km_m60deg,apn_with_pn,False,False,improved,M,-68.88309344988232,60.0,8.0
221.45976608624136,full,-60.0,883.9829540500572,capture_lead_apn,guidance_ablation_cv_8km_m60deg,pn_with_lead_apn,False,False,improved,M,-662.5231879638159,60.0,8.0
149.10457415632914,full_no_track_filter,-60.0,221.45976608624136,full,guidance_ablation_cv_8km_m60deg,remove_track_filter,False,False,improved,M,-72.35519192991222,60.0,8.0
178.6683381280422,full_fast_scalar_autopilot,-60.0,221.45976608624136,full,guidance_ablation_cv_8km_m60deg,near_instant_scalar_autopilot,False,False,improved,M,-42.791427958199165,60.0,8.0
258.951074328009,full_autopilot_order2,-60.0,221.45976608624136,full,guidance_ablation_cv_8km_m60deg,second_order_autopilot,False,False,worsened,M,37.491308241767626,60.0,8.0
322.66838444288453,full_autopilot_order3,-60.0,221.45976608624136,full,guidance_ablation_cv_8km_m60deg,third_order_autopilot,False,False,worsened,M,101.20861835664317,60.0,8.0
60.305295450201065,capture_pn,30.0,117.0593895214692,capture_only,guidance_ablation_cv_8km_p30deg,pn_without_lead_apn,False,False,improved,N,-56.754094071268135,30.0,8.0
21.511535742136335,capture_lead,30.0,117.0593895214692,capture_only,guidance_ablation_cv_8km_p30deg,lead_without_pn,False,False,improved,N,-95.54785377933287,30.0,8.0
11.257489532674338,capture_pn_lead,30.0,60.305295450201065,capture_pn,guidance_ablation_cv_8km_p30deg,lead_with_pn,True,False,improved,N,-49.04780591752673,30.0,8.0
11.257489532674338,capture_pn_lead,30.0,21.511535742136335,capture_lead,guidance_ablation_cv_8km_p30deg,pn_with_lead,True,False,improved,N,-10.254046209461997,30.0,8.0
20.716804407938177,capture_lead_apn,30.0,21.511535742136335,capture_lead,guidance_ablation_cv_8km_p30deg,apn_without_pn,False,False,improved,N,-0.7947313341981577,30.0,8.0
10.963479375176643,full,30.0,11.257489532674338,capture_pn_lead,guidance_ablation_cv_8km_p30deg,apn_with_pn,True,True,neutral,N,-0.294010157497695,30.0,8.0
10.963479375176643,full,30.0,20.716804407938177,capture_lead_apn,guidance_ablation_cv_8km_p30deg,pn_with_lead_apn,True,False,improved,N,-9.753325032761534,30.0,8.0
8.350689511788564,full_no_track_filter,30.0,10.963479375176643,full,guidance_ablation_cv_8km_p30deg,remove_track_filter,True,True,improved,N,-2.6127898633880786,30.0,8.0
10.421223825709239,full_fast_scalar_autopilot,30.0,10.963479375176643,full,guidance_ablation_cv_8km_p30deg,near_instant_scalar_autopilot,True,True,improved,N,-0.542255549467404,30.0,8.0
11.326734150316693,full_autopilot_order2,30.0,10.963479375176643,full,guidance_ablation_cv_8km_p30deg,second_order_autopilot,True,True,neutral,N,0.36325477514004945,30.0,8.0
12.051524285632125,full_autopilot_order3,30.0,10.963479375176643,full,guidance_ablation_cv_8km_p30deg,third_order_autopilot,True,True,worsened,N,1.0880449104554817,30.0,8.0
122.41301005813938,capture_pn,45.0,292.3033681652401,capture_only,guidance_ablation_cv_8km_p45deg,pn_without_lead_apn,False,False,improved,M,-169.89035810710072,45.0,8.0
71.16881079543529,capture_lead,45.0,292.3033681652401,capture_only,guidance_ablation_cv_8km_p45deg,lead_without_pn,False,False,improved,M,-221.1345573698048,45.0,8.0
25.978647875871303,capture_pn_lead,45.0,122.41301005813938,capture_pn,guidance_ablation_cv_8km_p45deg,lead_with_pn,False,False,improved,M,-96.43436218226807,45.0,8.0
25.978647875871303,capture_pn_lead,45.0,71.16881079543529,capture_lead,guidance_ablation_cv_8km_p45deg,pn_with_lead,False,False,improved,M,-45.19016291956399,45.0,8.0
57.09194927752187,capture_lead_apn,45.0,71.16881079543529,capture_lead,guidance_ablation_cv_8km_p45deg,apn_without_pn,False,False,improved,M,-14.076861517913422,45.0,8.0
24.448074484492018,full,45.0,25.978647875871303,capture_pn_lead,guidance_ablation_cv_8km_p45deg,apn_with_pn,False,False,improved,M,-1.530573391379285,45.0,8.0
24.448074484492018,full,45.0,57.09194927752187,capture_lead_apn,guidance_ablation_cv_8km_p45deg,pn_with_lead_apn,False,False,improved,M,-32.64387479302985,45.0,8.0
19.40046182326375,full_no_track_filter,45.0,24.448074484492018,full,guidance_ablation_cv_8km_p45deg,remove_track_filter,False,False,improved,M,-5.047612661228268,45.0,8.0
23.735491858862037,full_fast_scalar_autopilot,45.0,24.448074484492018,full,guidance_ablation_cv_8km_p45deg,near_instant_scalar_autopilot,False,False,improved,M,-0.712582625629981,45.0,8.0
25.023688753323693,full_autopilot_order2,45.0,24.448074484492018,full,guidance_ablation_cv_8km_p45deg,second_order_autopilot,False,False,worsened,M,0.575614268831675,45.0,8.0
25.766651737844867,full_autopilot_order3,45.0,24.448074484492018,full,guidance_ablation_cv_8km_p45deg,third_order_autopilot,False,False,worsened,M,1.3185772533528493,45.0,8.0
496.0673429291395,capture_pn,60.0,1157.0257945250612,capture_only,guidance_ablation_cv_8km_p60deg,pn_without_lead_apn,False,False,improved,M,-660.9584515959217,60.0,8.0
1018.7995331580929,capture_lead,60.0,1157.0257945250612,capture_only,guidance_ablation_cv_8km_p60deg,lead_without_pn,False,False,improved,M,-138.2262613669683,60.0,8.0
290.3428739580577,capture_pn_lead,60.0,496.0673429291395,capture_pn,guidance_ablation_cv_8km_p60deg,lead_with_pn,False,False,improved,M,-205.72446897108182,60.0,8.0
290.3428739580577,capture_pn_lead,60.0,1018.7995331580929,capture_lead,guidance_ablation_cv_8km_p60deg,pn_with_lead,False,False,improved,M,-728.4566592000352,60.0,8.0
883.9829705590381,capture_lead_apn,60.0,1018.7995331580929,capture_lead,guidance_ablation_cv_8km_p60deg,apn_without_pn,False,False,improved,M,-134.8165625990548,60.0,8.0
221.45977949170992,full,60.0,290.3428739580577,capture_pn_lead,guidance_ablation_cv_8km_p60deg,apn_with_pn,False,False,improved,M,-68.88309446634776,60.0,8.0
221.45977949170992,full,60.0,883.9829705590381,capture_lead_apn,guidance_ablation_cv_8km_p60deg,pn_with_lead_apn,False,False,improved,M,-662.5231910673282,60.0,8.0
149.10458505983303,full_no_track_filter,60.0,221.45977949170992,full,guidance_ablation_cv_8km_p60deg,remove_track_filter,False,False,improved,M,-72.3551944318769,60.0,8.0
178.66835044577115,full_fast_scalar_autopilot,60.0,221.45977949170992,full,guidance_ablation_cv_8km_p60deg,near_instant_scalar_autopilot,False,False,improved,M,-42.79142904593877,60.0,8.0
258.95108845257084,full_autopilot_order2,60.0,221.45977949170992,full,guidance_ablation_cv_8km_p60deg,second_order_autopilot,False,False,worsened,M,37.49130896086092,60.0,8.0
322.66839922933246,full_autopilot_order3,60.0,221.45977949170992,full,guidance_ablation_cv_8km_p60deg,third_order_autopilot,False,False,worsened,M,101.20861973762254,60.0,8.0
