aspect_bucket,bearing_deg,capture_g_p95,case_group,case_id,clamp_fraction,entered_R_fuze,launch_class,launch_range_factors,local_forward_m,local_right_m,local_up_m,matrix,max_capture_g,max_postclamp_g,max_preclamp_g,nearest_approach_time_s,nearest_distance_m,offset_deg,profile,profile_id,range_km,rho_fuze,terminal_regime_sample_counts,trace_sample_count
beam,15.0,74.12319030934376,clamp_audit,capture_clamp_2p4km_p15deg,0.06896551724137931,True,audit,"{""base_denominator_m"": 2400.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0010416666666666667, ""terminal_reciprocal_raw"": 2.5, ""terminal_regime"": ""reciprocal_unclamped"", ""terminal_weight"": 2.5}",-0.8084481368564036,2.167878182408985,0.012872427875902356,clamp_audit,3692.647968986649,35.0,4094.3073687562032,2.3849443672007786,2.3137523426570072,15.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 2, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P7,2.4,0.1542501561771338,"{""reciprocal_unclamped"": 29}",29
beam,30.0,104.82447727013255,clamp_audit,capture_clamp_2p4km_p30deg,0.45161290322580644,True,audit,"{""base_denominator_m"": 2400.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0010416666666666667, ""terminal_reciprocal_raw"": 2.5, ""terminal_regime"": ""upper_boundary"", ""terminal_weight"": 2.5}",-4.048167529517581,4.630048985153175,0.03607167434702125,clamp_audit,433.9872334009295,35.0,1068.596146852774,2.565816524260739,6.150310164345283,30.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 0, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P1,2.4,0.4100206776230189,"{""upper_clamped"": 31}",31
beam,30.0,77.49692706528057,clamp_audit,capture_clamp_2p4km_p30deg,0.41935483870967744,True,audit,"{""base_denominator_m"": 2400.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0004166666666666667, ""terminal_reciprocal_raw"": 2.5, ""terminal_regime"": ""unity"", ""terminal_weight"": 1.0}",-2.6826002108389915,3.151240561610153,0.024668935328167708,clamp_audit,111.05821439590777,35.0,670.7088541078336,2.554411200509724,4.138510544229693,30.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 1, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P4,2.4,0.27590070294864616,"{""unity"": 31}",31
beam,30.0,11375.81526322272,clamp_audit,capture_clamp_2p4km_p30deg,0.53125,True,audit,"{""base_denominator_m"": 2400.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0010416666666666667, ""terminal_reciprocal_raw"": 2.5, ""terminal_regime"": ""reciprocal_unclamped"", ""terminal_weight"": 2.5}",-5.4721063973710145,6.139610935626125,0.04784234259165429,clamp_audit,177705.7625666078,35.0,177709.67374385198,2.5733057254347504,8.224418505569309,30.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 2, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P7,2.4,0.548294567037954,"{""reciprocal_unclamped"": 32}",32
beam,-30.0,319.1973156060805,clamp_audit,capture_clamp_3p0km_m30deg,0.3611111111111111,True,audit,"{""base_denominator_m"": 3000.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0006666666666666666, ""terminal_reciprocal_raw"": 2.0, ""terminal_regime"": ""reciprocal_interior"", ""terminal_weight"": 2.0}",-3.8405163949507286,-4.69252696353426,0.0008325960377666552,clamp_audit,14491.556011243705,35.0,14495.774486105733,2.91061720741712,6.063775736007919,30.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 0, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P1,3.0,0.40425171573386126,"{""reciprocal_interior"": 12, ""upper_clamped"": 24}",36
beam,-30.0,99.26097882280915,clamp_audit,capture_clamp_3p0km_m30deg,0.19444444444444445,True,audit,"{""base_denominator_m"": 3000.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0003333333333333333, ""terminal_reciprocal_raw"": 2.0, ""terminal_regime"": ""unity"", ""terminal_weight"": 1.0}",-2.5976614808800287,-3.2395640861546298,0.0007622770052720569,clamp_audit,3340.7621219517655,35.0,3345.0533492111463,2.9055467884338824,4.152423535553374,30.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 1, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P4,3.0,0.27682823570355825,"{""unity"": 36}",36
beam,-30.0,9544.162141208855,clamp_audit,capture_clamp_3p0km_m30deg,0.3888888888888889,True,audit,"{""base_denominator_m"": 3000.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0006666666666666666, ""terminal_reciprocal_raw"": 2.0, ""terminal_regime"": ""reciprocal_unclamped"", ""terminal_weight"": 2.0}",-5.095017173458774,-6.131419713772311,0.0010055984434756433,clamp_audit,323454.9375106314,35.0,328644.1823862037,2.9173017684687377,7.972045453677864,30.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 2, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P7,3.0,0.5314696969118576,"{""reciprocal_unclamped"": 36}",36
beam,-15.0,63.77700317147947,clamp_audit,capture_clamp_3p0km_m15deg,0.058823529411764705,True,audit,"{""base_denominator_m"": 3000.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0006666666666666666, ""terminal_reciprocal_raw"": 2.0, ""terminal_regime"": ""reciprocal_interior"", ""terminal_weight"": 2.0}",-0.5936453142145584,-1.6513281957147357,-0.0021301811664832773,clamp_audit,8679.199806643406,35.0,8684.825701969885,2.7462791336519583,1.7547946052809023,15.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 0, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P1,3.0,0.11698630701872682,"{""reciprocal_interior"": 11, ""upper_clamped"": 23}",34
beam,-15.0,80.07705962155623,clamp_audit,capture_clamp_3p0km_m15deg,0.058823529411764705,True,audit,"{""base_denominator_m"": 3000.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0003333333333333333, ""terminal_reciprocal_raw"": 2.0, ""terminal_regime"": ""unity"", ""terminal_weight"": 1.0}",-0.43963669896952734,-1.2218821416393715,-0.0012203435097190192,clamp_audit,2900.4322540197522,35.0,13769.165464213374,2.752849862008842,1.298567627956501,15.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 1, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P4,3.0,0.08657117519710007,"{""unity"": 34}",34
beam,-15.0,973.666506926331,clamp_audit,capture_clamp_3p0km_m15deg,0.058823529411764705,True,audit,"{""base_denominator_m"": 3000.0, ""lead_blend"": 0.55, ""range_structure_multiplier_per_m"": 0.0006666666666666666, ""terminal_reciprocal_raw"": 2.0, ""terminal_regime"": ""reciprocal_unclamped"", ""terminal_weight"": 2.0}",-0.7882360361558914,-2.1636694064878186,-0.003168291256977913,clamp_audit,351448.64415661886,35.0,351454.2549171876,2.749164182079161,2.302779057429378,15.0,"{""apn_mode"": 1, ""capture_base_range_mode"": 0, ""capture_lead_blend_mode"": 0, ""capture_mode"": 1, ""capture_terminal_weight_mode"": 2, ""kinematics_source"": 0, ""lead_mode"": 2, ""pn_mode"": 2}",P7,3.0,0.1535186038286252,"{""reciprocal_unclamped"": 34}",34
