case_id,seed,target_motion_layer,target_motion_profile_id,maneuver_severity,target_acceleration_x_mps2,range_km,bearing_deg,launch_class,nearest_distance_m,entered_R_fuze,fuze_triggered,detonated,fuze_reason,fuze_terminal_track_valid,fuze_target_detected,fuze_sensor_opportunity_score,fuze_quality,seeker_fov_half_angle_deg,max_abs_filtered_bearing_deg,max_seeker_fov_excess_deg,max_abs_detection_bearing_deg,max_detection_fov_excess_deg,first_detection_outside_fov_time_s,first_memory_time_s,first_ballistic_time_s,track_memory_timeout_s,observed_memory_to_ballistic_s,last_runtime_seeker_mode,last_runtime_seeker_mode_name,terminal_track_residual_cause,effect_family,component_load_row_count,component_response_row_count,consequence_present,consequence_zero_when_untriggered,outcome_state,chain_state,stage_ids_exact,stage_owners_clean,approach_and_fuze_observed,response_owner_clean,no_guidance_override,resolved_runtime_mismatch,authority_guarded,structural_consistent,structural_violations,nominal_guidance_residual,legacy_negative_control_alert,in_radius_fuze_blocked
kces_anchor_grid_cv_4km_m60deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,-60.0,M,542.9527683863769,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,97.19337471444659,7.193374714446591,165.5995665645976,75.59956656459761,3.0166666666666666,3.033333333333333,3.7666666666666666,0.75,0.7333333333333334,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_m75deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,-75.0,M,3055.9151827696182,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,101.0019329546633,11.001932954663303,128.67567281786256,38.67567281786256,1.3666666666666667,1.3833333333333333,2.1166666666666667,0.75,0.7333333333333334,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_m90deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,-90.0,O,4000.101096665654,False,False,False,missile_max_flight_time_exceeded,False,False,0.0,0.0,90.0,90.0,0.0,174.77157617901156,84.77157617901156,0.0,0.016666666666666666,0.75,0.75,0.7333333333333333,2,ballistic,,blast_fragmentation,0,0,True,True,missile_timeout,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_p0deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,0.0,N,0.0013624599288445817,True,True,True,fuze_armed,True,True,1.0,0.9999318770035578,90.0,180.0,90.0,180.0,90.0,3.3,3.3166666666666664,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_p15deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,15.0,N,0.0013621834825017208,True,True,True,fuze_armed,True,True,1.0,0.999931890825875,90.0,161.71181135148493,71.71181135148493,161.71379133199036,71.71379133199036,3.3666666666666667,3.3833333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_p30deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,30.0,N,0.0013668505833216256,True,True,True,fuze_armed,True,True,1.0,0.9999316574708339,90.0,142.9394377726605,52.93943777266051,142.94238358504808,52.94238358504808,3.6,3.6166666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_p45deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,45.0,M,0.0013873437514377823,True,True,True,fuze_armed,True,True,1.0,0.9999306328124281,90.0,121.31263957293844,31.312639572938437,121.32168349935151,31.321683499351508,4.15,4.166666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_p60deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,60.0,M,542.9527796211833,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,97.19337471444659,7.193374714446591,165.5995665645976,75.59956656459761,3.0166666666666666,3.033333333333333,3.7666666666666666,0.75,0.7333333333333334,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_p75deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,75.0,M,3055.9152361939014,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,101.0019329546633,11.001932954663303,128.67567281786256,38.67567281786256,1.3666666666666667,1.3833333333333333,2.1166666666666667,0.75,0.7333333333333334,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_4km_p90deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,4.0,90.0,O,4000.1012108096947,False,False,False,missile_max_flight_time_exceeded,False,False,0.0,0.0,90.0,90.0,0.0,174.77157617901156,84.77157617901156,0.0,0.016666666666666666,0.75,0.75,0.7333333333333333,2,ballistic,,blast_fragmentation,0,0,True,True,missile_timeout,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_m15deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,-15.0,N,0.0013711809802276385,True,True,True,fuze_armed,True,True,1.0,0.9999314409509886,90.0,161.47853353925709,71.47853353925709,161.48155921920912,71.48155921920912,4.633333333333333,4.65,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_m30deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,-30.0,N,0.0014003820657301845,True,True,True,fuze_armed,True,True,1.0,0.9999299808967135,90.0,142.43409167429758,52.434091674297576,142.43880550454904,52.43880550454904,5.066666666666666,5.083333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_m45deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,-45.0,M,0.001415950266404028,True,True,True,fuze_armed,True,True,1.0,0.9999292024866798,90.0,121.5831366573021,31.583136657302106,121.5895895189678,31.5895895189678,6.25,6.266666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_m60deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,-60.0,M,0.0013987655603614427,True,True,True,fuze_armed,True,True,1.0,0.999930061721982,90.0,90.57669343229996,0.5766934322999617,90.58953525344641,0.5895352534464138,10.266666666666666,10.283333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_m75deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,-75.0,O,4595.196123500637,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,97.84096921226858,7.8409692122685755,125.78357221771476,35.78357221771476,1.8333333333333333,1.8499999999999999,2.5833333333333335,0.75,0.7333333333333336,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_m90deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,-90.0,O,6000.067379225996,False,False,False,missile_max_flight_time_exceeded,False,False,0.0,0.0,90.0,90.0,0.0,172.18436212366768,82.18436212366768,0.0,0.016666666666666666,0.75,0.75,0.7333333333333333,2,ballistic,,blast_fragmentation,0,0,True,True,missile_timeout,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_p0deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,0.0,N,0.0013622695947458168,True,True,True,fuze_armed,True,True,1.0,0.9999318865202627,90.0,180.0,90.0,180.0,90.0,4.533333333333333,4.55,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_p15deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,15.0,N,0.001366590681505782,True,True,True,fuze_armed,True,True,1.0,0.9999316704659247,90.0,161.47853353925709,71.47853353925709,161.48155921920912,71.48155921920912,4.633333333333333,4.65,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_p30deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,30.0,N,0.0013926980855049674,True,True,True,fuze_armed,True,True,1.0,0.9999303650957247,90.0,142.43409167429476,52.43409167429476,142.438805504548,52.438805504547986,5.066666666666666,5.083333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_p45deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,45.0,M,0.0014098320700831283,True,True,True,fuze_armed,True,True,1.0,0.9999295083964959,90.0,121.5831366573021,31.583136657302106,121.5895895189678,31.5895895189678,6.25,6.266666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_p60deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,60.0,M,0.0013986641330858444,True,True,True,fuze_armed,True,True,1.0,0.9999300667933457,90.0,90.57669343229996,0.5766934322999617,90.58953525344641,0.5895352534464138,10.266666666666666,10.283333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_p75deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,75.0,O,4595.196165135834,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,97.84096921226858,7.8409692122685755,125.78357221771476,35.78357221771476,1.8333333333333333,1.8499999999999999,2.5833333333333335,0.75,0.7333333333333336,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_6km_p90deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,6.0,90.0,O,6000.06749337164,False,False,False,missile_max_flight_time_exceeded,False,False,0.0,0.0,90.0,90.0,0.0,172.18436212366768,82.18436212366768,0.0,0.016666666666666666,0.75,0.75,0.7333333333333333,2,ballistic,,blast_fragmentation,0,0,True,True,missile_timeout,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_m15deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,-15.0,N,0.001372357049638965,True,True,True,fuze_armed,True,True,1.0,0.9999313821475181,90.0,161.29684769840523,71.29684769840523,161.29867504863776,71.29867504863776,6.016666666666667,6.033333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_m30deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,-30.0,N,0.001375464009472499,True,True,True,fuze_armed,True,True,1.0,0.9999312267995264,90.0,141.89639475594169,51.896394755941685,141.89934992455133,51.89934992455133,6.95,6.966666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_m45deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,-45.0,M,0.0014012230987433575,True,True,True,fuze_armed,True,True,1.0,0.9999299388450629,90.0,120.60174178679263,30.60174178679263,120.60709959448036,30.60709959448036,9.0,9.016666666666666,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_m60deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,-60.0,M,0.001404365961565786,True,True,True,fuze_armed,True,True,1.0,0.9999297817019217,90.0,93.30874565659572,3.3087456565957183,93.32027528946806,3.320275289468057,13.866666666666667,13.883333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_m75deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,-75.0,O,6229.943256055514,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,96.25945867823346,6.259458678233457,122.90568747777034,32.90568747777034,2.25,2.2666666666666666,3.0,0.75,0.7333333333333334,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_m90deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,-90.0,O,8000.050520275359,False,False,False,missile_max_flight_time_exceeded,False,False,0.0,0.0,90.0,90.0,0.0,169.6288058749566,79.62880587495661,0.0,0.016666666666666666,0.75,0.75,0.7333333333333333,2,ballistic,,blast_fragmentation,0,0,True,True,missile_timeout,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_p0deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,0.0,N,0.0013622121336378274,True,True,True,fuze_armed,True,True,1.0,0.9999318893933181,90.0,179.99999999999997,89.99999999999997,180.0,90.0,5.85,5.866666666666666,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_p15deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,15.0,N,0.0013678847721720656,True,True,True,fuze_armed,True,True,1.0,0.9999316057613914,90.0,161.29684769840222,71.29684769840222,161.2986750486343,71.2986750486343,6.016666666666667,6.033333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_p30deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,30.0,N,0.0013710701979743809,True,True,True,fuze_armed,True,True,1.0,0.9999314464901012,90.0,141.89639475594169,51.896394755941685,141.89934992455133,51.89934992455133,6.95,6.966666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_p45deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,45.0,M,0.0013961358746126986,True,True,True,fuze_armed,True,True,1.0,0.9999301932062694,90.0,120.60174178679263,30.60174178679263,120.60709959448036,30.60709959448036,9.0,9.016666666666666,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_p60deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,60.0,M,0.0014037486532474895,True,True,True,fuze_armed,True,True,1.0,0.9999298125673376,90.0,93.30874565659572,3.3087456565957183,93.32027528946806,3.320275289468057,13.866666666666667,13.883333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_p75deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,75.0,O,6229.943292955612,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,96.25945867823346,6.259458678233457,122.90568747777034,32.90568747777034,2.25,2.2666666666666666,3.0,0.75,0.7333333333333334,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_8km_p90deg,20260621,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,8.0,90.0,O,8000.0506344215655,False,False,False,missile_max_flight_time_exceeded,False,False,0.0,0.0,90.0,90.0,0.0,169.6288058749566,79.62880587495661,0.0,0.016666666666666666,0.75,0.75,0.7333333333333333,2,ballistic,,blast_fragmentation,0,0,True,True,missile_timeout,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_10km_m30deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,-8.0,10.0,-30.0,O,0.001985961178841626,True,True,True,fuze_armed,True,True,1.0,0.999900701941058,90.0,140.33786211553607,50.33786211553607,140.34844494102407,50.34844494102407,9.45,9.466666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,True,False
kces_anchor_grid_mild_10km_m60deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,-8.0,10.0,-60.0,O,86.8042715092514,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,90.4161842821415,0.4161842821415007,168.1444442188855,78.1444442188855,19.983333333333334,20.0,20.733333333333334,0.75,0.7333333333333343,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_10km_p0deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,10.0,0.0,M,0.0019117927397961391,True,True,True,fuze_armed,True,True,1.0,0.9999044103630101,90.0,179.38918341590386,89.38918341590386,179.39650770776393,89.39650770776393,7.266666666666667,7.283333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_10km_p30deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,10.0,30.0,O,0.0019186889627894018,True,True,True,fuze_armed,True,True,1.0,0.9999040655518605,90.0,140.33786211553607,50.33786211553607,140.34844494102407,50.34844494102407,9.45,9.466666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,True,False
kces_anchor_grid_mild_10km_p60deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,10.0,60.0,O,86.8044902544037,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,90.4161842821415,0.4161842821415007,168.1444442188855,78.1444442188855,19.983333333333334,20.0,20.733333333333334,0.75,0.7333333333333343,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_6km_m30deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,-8.0,6.0,-30.0,M,0.0019882532562915055,True,True,True,fuze_armed,True,True,1.0,0.9999005873371855,90.0,141.98065546570425,51.980655465704245,141.99003436623104,51.99003436623104,5.166666666666667,5.183333333333334,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_6km_m60deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,-8.0,6.0,-60.0,O,13.317615731677678,True,False,False,fuze_no_terminal_track,False,False,1.0,0.33411921341611606,90.0,90.29954074900371,0.29954074900371097,175.455783107127,85.45578310712699,9.1,9.116666666666667,9.85,0.75,0.7333333333333325,2,ballistic,seeker_fov_exit_then_memory_timeout,blast_fragmentation,0,0,True,True,fuze_no_terminal_track,in_radius_fuze_blocked,True,True,True,True,True,{},True,True,[],False,True,True
kces_anchor_grid_mild_6km_p0deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,6.0,0.0,N,0.0018069464643969196,True,True,True,fuze_armed,True,True,1.0,0.9999096526767801,90.0,179.66577907047724,89.66577907047724,179.67327353200403,89.67327353200403,4.533333333333333,4.55,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_6km_p30deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,6.0,30.0,M,0.0019518607616491003,True,True,True,fuze_armed,True,True,1.0,0.9999024069619176,90.0,141.98065546570425,51.980655465704245,141.99003436623104,51.99003436623104,5.166666666666667,5.183333333333334,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_6km_p60deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,6.0,60.0,O,13.31770270498944,True,False,False,fuze_no_terminal_track,False,False,1.0,0.334114864750528,90.0,90.29954074900371,0.29954074900371097,175.455783107127,85.45578310712699,9.1,9.116666666666667,9.85,0.75,0.7333333333333325,2,ballistic,seeker_fov_exit_then_memory_timeout,blast_fragmentation,0,0,True,True,fuze_no_terminal_track,in_radius_fuze_blocked,True,True,True,True,True,{},True,True,[],False,True,True
kces_anchor_grid_mild_8km_m30deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,-8.0,8.0,-30.0,M,0.001979465518473262,True,True,True,fuze_armed,True,True,1.0,0.9999010267240763,90.0,141.12576325426247,51.125763254262466,141.1360927086355,51.13609270863549,7.183333333333334,7.2,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_8km_m60deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,-8.0,8.0,-60.0,O,0.001454337260595151,True,True,True,fuze_armed,True,True,1.0,0.9999272831369702,90.0,90.27039584048408,0.2703958404840847,90.28285052393065,0.282850523930648,16.7,16.716666666666665,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,True,False
kces_anchor_grid_mild_8km_p0deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,8.0,0.0,M,0.001903962693065239,True,True,True,fuze_armed,True,True,1.0,0.9999048018653467,90.0,179.5369370461958,89.53693704619579,179.54143528442688,89.54143528442688,5.866666666666666,5.883333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_8km_p30deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,8.0,30.0,M,0.001930825424082481,True,True,True,fuze_armed,True,True,1.0,0.9999034587287958,90.0,141.12576325425954,51.12576325425954,141.13609270863327,51.13609270863327,7.183333333333334,7.2,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_mild_8km_p60deg,20260621,mild_maneuver,constant_lateral_acceleration_8mps2_v0,mild_engineering_proxy,8.0,8.0,60.0,O,0.0014145202949789526,True,True,True,fuze_armed,True,True,1.0,0.999929273985251,90.0,90.27039584048408,0.2703958404840847,90.28285052393065,0.282850523930648,16.7,16.716666666666665,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,True,False
kces_anchor_grid_cv_10km_m15deg,20260622,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,10.0,-15.0,N,0.001367000479717894,True,True,True,fuze_armed,True,True,1.0,0.9999316499760141,90.0,161.14438280664268,71.14438280664268,161.1458946017468,71.14589460174679,7.533333333333333,7.55,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_10km_m30deg,20260622,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,10.0,-30.0,M,0.0013695418887230077,True,True,True,fuze_armed,True,True,1.0,0.9999315229055639,90.0,141.49408486117332,51.49408486117332,141.49679842749453,51.496798427494525,9.016666666666666,9.033333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_10km_m45deg,20260622,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,10.0,-45.0,M,0.001402140071388814,True,True,True,fuze_armed,True,True,1.0,0.9999298929964305,90.0,119.91695024669458,29.916950246694583,119.92301902862395,29.923019028623955,11.883333333333333,11.9,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_10km_m60deg,20260622,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,10.0,-60.0,O,0.0014000715131809443,True,True,True,fuze_armed,True,True,1.0,0.999929996424341,90.0,93.3358304914331,3.3358304914331,93.3438321647742,3.3438321647741986,18.016666666666666,18.03333333333333,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,True,False
kces_anchor_grid_cv_10km_m75deg,20260622,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,10.0,-75.0,O,7942.472099642712,False,False,False,miss_outside_trigger_radius,False,False,0.0,0.0,90.0,95.12074553559933,5.120745535599326,120.4913139999902,30.491313999990197,2.6166666666666667,2.6333333333333333,3.3666666666666667,0.75,0.7333333333333334,2,ballistic,,,0,0,False,True,,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_10km_m90deg,20260622,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,10.0,-90.0,O,10000.040404851581,False,False,False,missile_max_flight_time_exceeded,False,False,0.0,0.0,90.0,90.0,0.0,167.11427498281057,77.11427498281057,0.0,0.016666666666666666,0.75,0.75,0.7333333333333333,2,ballistic,,blast_fragmentation,0,0,True,True,missile_timeout,outside_no_load,True,True,True,True,True,{},True,True,[],False,False,False
kces_anchor_grid_cv_10km_p0deg,20260622,nonmaneuvering_constant_velocity,constant_velocity_v0,none,0.0,10.0,0.0,N,0.0013622121991446634,True,True,True,fuze_armed,True,True,1.0,0.9999318893900427,90.0,179.99999999999997,89.99999999999997,180.0,90.0,7.25,7.266666666666667,,0.75,,1,memory,,blast_fragmentation,6,6,True,True,damage_applied,complete_effect_chain,True,True,True,True,True,{},True,True,[],False,False,False
