case_id,range_km,bearing_deg,target_accel_x_mps2,apn_gain,seed,maneuver_onset_time_s,nearest_distance_m,entered_R_fuze,nearest_approach_time_s,estimator_first_valid_time_s,estimator_convergence_time_s,time_to_go_at_estimator_valid_s,time_to_go_at_estimator_convergence_s,apn_first_nonzero_time_s,time_to_go_at_first_apn_s,trace_sample_count,trace_dt_s,max_pn_acceleration_mps2,rms_pn_acceleration_mps2,pn_impulse_mps,max_apn_acceleration_mps2,rms_apn_acceleration_mps2,apn_impulse_mps,apn_to_pn_impulse_ratio,max_component_sum_error_mps2,resolved_runtime_mismatch,nearest_distance_delta_vs_apn0_m
p10_null_r7_bp60_ap8_g0p5_s20260622,7.0,60.0,8.0,0.5,20260622,0.0,0.0014110017969398766,True,13.821638760837821,3.0166666666666666,3.1166666666666667,10.804972094171156,10.704972094171154,3.0166666666666666,10.804972094171156,829,0.016666666666666607,427.98332148303706,176.0629873691717,1553.9506821108353,0.8329146576342593,0.29549407298468156,2.791595661929756,0.0017964506171700022,3.46412712557223e-14,{},8.17678487137789e-06
p10_null_r7_bp60_ap8_g0p5_s20260623,7.0,60.0,8.0,0.5,20260623,0.0,0.0014110017969398766,True,13.821638760837821,3.0166666666666666,3.1166666666666667,10.804972094171156,10.704972094171154,3.0166666666666666,10.804972094171156,829,0.016666666666666607,427.98332148303706,176.0629873691717,1553.9506821108353,0.8329146576342593,0.29549407298468156,2.791595661929756,0.0017964506171700022,3.46412712557223e-14,{},8.17678487137789e-06
p10_null_r7p5_bm60_am8_g0_s20260621,7.5,-60.0,-8.0,0.0,20260621,0.0,0.0014510302144641436,True,15.171700296510984,3.0166666666666666,3.1166666666666667,12.155033629844318,12.055033629844317,,,910,0.016666666666666607,406.4687819746815,160.85961807455487,1534.9304621687286,0.0,0.0,0.0,0.0,0.0,{},0.0
p10_null_r7p5_bm60_am8_g0_s20260622,7.5,-60.0,-8.0,0.0,20260622,0.0,0.0014510302144641436,True,15.171700296510984,3.0166666666666666,3.1166666666666667,12.155033629844318,12.055033629844317,,,910,0.016666666666666607,406.4687819746815,160.85961807455487,1534.9304621687286,0.0,0.0,0.0,0.0,0.0,{},0.0
p10_null_r7p5_bm60_am8_g0_s20260623,7.5,-60.0,-8.0,0.0,20260623,0.0,0.0014510302144641436,True,15.171700296510984,3.0166666666666666,3.1166666666666667,12.155033629844318,12.055033629844317,,,910,0.016666666666666607,406.4687819746815,160.85961807455487,1534.9304621687286,0.0,0.0,0.0,0.0,0.0,{},0.0
p10_null_r7p5_bm60_am8_g0p125_s20260621,7.5,-60.0,-8.0,0.125,20260621,0.0,0.0014608889585583634,True,15.174595894505597,3.0166666666666666,3.1166666666666667,12.157929227838931,12.05792922783893,3.0166666666666666,12.157929227838931,910,0.016666666666666607,406.4687819746815,160.83344036248184,1533.8835821401487,0.2228266309175254,0.08152106980749554,0.8704152482070098,0.00056745848142697,3.895523712706256e-14,{},9.858744094219793e-06
p10_null_r7p5_bm60_am8_g0p125_s20260622,7.5,-60.0,-8.0,0.125,20260622,0.0,0.0014608889585583634,True,15.174595894505597,3.0166666666666666,3.1166666666666667,12.157929227838931,12.05792922783893,3.0166666666666666,12.157929227838931,910,0.016666666666666607,406.4687819746815,160.83344036248184,1533.8835821401487,0.2228266309175254,0.08152106980749554,0.8704152482070098,0.00056745848142697,3.895523712706256e-14,{},9.858744094219793e-06
p10_null_r7p5_bm60_am8_g0p125_s20260623,7.5,-60.0,-8.0,0.125,20260623,0.0,0.0014608889585583634,True,15.174595894505597,3.0166666666666666,3.1166666666666667,12.157929227838931,12.05792922783893,3.0166666666666666,12.157929227838931,910,0.016666666666666607,406.4687819746815,160.83344036248184,1533.8835821401487,0.2228266309175254,0.08152106980749554,0.8704152482070098,0.00056745848142697,3.895523712706256e-14,{},9.858744094219793e-06
p10_null_r7p5_bm60_am8_g0p25_s20260621,7.5,-60.0,-8.0,0.25,20260621,0.0,0.0014554336428862682,True,15.17749704275358,3.0166666666666666,3.1166666666666667,12.160830376086913,12.060830376086912,3.0166666666666666,12.160830376086913,910,0.016666666666666607,406.4687819746815,160.80726781850052,1532.8306285908575,0.44565392765272793,0.16319398049528522,1.7456462044739478,0.0011388382851396526,3.845950411262268e-14,{},4.403428422124645e-06
p10_null_r7p5_bm60_am8_g0p25_s20260622,7.5,-60.0,-8.0,0.25,20260622,0.0,0.0014554336428862682,True,15.17749704275358,3.0166666666666666,3.1166666666666667,12.160830376086913,12.060830376086912,3.0166666666666666,12.160830376086913,910,0.016666666666666607,406.4687819746815,160.80726781850052,1532.8306285908575,0.44565392765272793,0.16319398049528522,1.7456462044739478,0.0011388382851396526,3.845950411262268e-14,{},4.403428422124645e-06
p10_null_r7p5_bm60_am8_g0p25_s20260623,7.5,-60.0,-8.0,0.25,20260623,0.0,0.0014554336428862682,True,15.17749704275358,3.0166666666666666,3.1166666666666667,12.160830376086913,12.060830376086912,3.0166666666666666,12.160830376086913,910,0.016666666666666607,406.4687819746815,160.80726781850052,1532.8306285908575,0.44565392765272793,0.16319398049528522,1.7456462044739478,0.0011388382851396526,3.845950411262268e-14,{},4.403428422124645e-06
p10_null_r7p5_bm60_am8_g0p5_s20260621,7.5,-60.0,-8.0,0.5,20260621,0.0,0.0014068042082013392,True,15.183316022915323,3.0166666666666666,3.1166666666666667,12.166649356248655,12.066649356248655,3.0166666666666666,12.166649356248655,910,0.016666666666666607,406.4687819746815,160.75493932813376,1530.7063827310005,0.8913105186334342,0.32700254923925776,3.5106530974351875,0.0022934856331961436,4.5333140103742344e-14,{},-4.422600626280437e-05
p10_null_r7p5_bm60_am8_g0p5_s20260622,7.5,-60.0,-8.0,0.5,20260622,0.0,0.0014068042082013392,True,15.183316022915323,3.0166666666666666,3.1166666666666667,12.166649356248655,12.066649356248655,3.0166666666666666,12.166649356248655,910,0.016666666666666607,406.4687819746815,160.75493932813376,1530.7063827310005,0.8913105186334342,0.32700254923925776,3.5106530974351875,0.0022934856331961436,4.5333140103742344e-14,{},-4.422600626280437e-05
p10_null_r7p5_bm60_am8_g0p5_s20260623,7.5,-60.0,-8.0,0.5,20260623,0.0,0.0014068042082013392,True,15.183316022915323,3.0166666666666666,3.1166666666666667,12.166649356248655,12.066649356248655,3.0166666666666666,12.166649356248655,910,0.016666666666666607,406.4687819746815,160.75493932813376,1530.7063827310005,0.8913105186334342,0.32700254923925776,3.5106530974351875,0.0022934856331961436,4.5333140103742344e-14,{},-4.422600626280437e-05
p10_null_r7p5_bp60_ap8_g0_s20260621,7.5,60.0,8.0,0.0,20260621,0.0,0.0014153553861499934,True,15.171700743015089,3.0166666666666666,3.1166666666666667,12.155034076348421,12.055034076348422,,,910,0.016666666666666607,406.4687819746815,160.85961807455487,1534.9304621687286,0.0,0.0,0.0,0.0,0.0,{},0.0
p10_null_r7p5_bp60_ap8_g0_s20260622,7.5,60.0,8.0,0.0,20260622,0.0,0.0014153553861499934,True,15.171700743015089,3.0166666666666666,3.1166666666666667,12.155034076348421,12.055034076348422,,,910,0.016666666666666607,406.4687819746815,160.85961807455487,1534.9304621687286,0.0,0.0,0.0,0.0,0.0,{},0.0
p10_null_r7p5_bp60_ap8_g0_s20260623,7.5,60.0,8.0,0.0,20260623,0.0,0.0014153553861499934,True,15.171700743015089,3.0166666666666666,3.1166666666666667,12.155034076348421,12.055034076348422,,,910,0.016666666666666607,406.4687819746815,160.85961807455487,1534.9304621687286,0.0,0.0,0.0,0.0,0.0,{},0.0
