after_nearest_distance_m,after_variant,before_nearest_distance_m,before_variant,case_group,effect_id,miss_distance_delta_m,offset_deg,range_km
16.65666837287487,history_track_quadratic_no_apn,17.581154896911855,history_track_velocity_no_apn,M45,add_acceleration_lead_world_history,-0.9244865240369862,45.0,6.0
17.678492922466006,analytic_track_quadratic_no_apn,18.67755406077506,analytic_track_velocity_no_apn,M45,add_acceleration_lead_track_analytic,-0.9990611383090524,45.0,6.0
22.88241557218522,legacy_truth_velocity_no_apn,23.818083037961955,legacy_track_velocity_no_apn,M45,replace_track_with_truth_cv_for_legacy_capture_lead,-0.935667465776735,45.0,6.0
14.70760891312451,analytic_truth_velocity_no_apn,18.67755406077506,analytic_track_velocity_no_apn,M45,replace_track_with_truth_cv_for_analytic_chain,-3.9699451476505487,45.0,6.0
14.70760891312451,analytic_truth_quadratic_no_apn,14.70760891312451,analytic_truth_velocity_no_apn,M45,truth_cv_quadratic_invariant,0.0,45.0,6.0
14.70760891312451,analytic_truth_velocity_apn,14.70760891312451,analytic_truth_velocity_no_apn,M45,truth_cv_apn_invariant,0.0,45.0,6.0
50.7856079761083,legacy_no_capture,50.7856079761083,legacy_no_capture_no_lead,M45,lead_requires_capture_invariant,0.0,45.0,6.0
0.004311413272165297,legacy_no_capture,10.963462838095023,legacy_full_track_quadratic,N30,remove_capture_from_current,-10.959151424822858,30.0,8.0
20.716790337441054,legacy_no_pn,10.963462838095023,legacy_full_track_quadratic,N30,remove_pn_from_current,9.753327499346032,30.0,8.0
10.963462838095023,legacy_full_track_quadratic,11.257473106212718,legacy_no_apn,N30,add_apn_to_current,-0.29401026811769526,30.0,8.0
58.961925058196385,legacy_no_lead,10.963462838095023,legacy_full_track_quadratic,N30,remove_lead_from_current,47.99846222010136,30.0,8.0
11.257473106212718,legacy_no_apn,11.888331937820034,legacy_track_velocity_no_apn,N30,add_acceleration_lead_legacy,-0.6308588316073163,30.0,8.0
9.25705011395171,history_full_track_quadratic,10.963462838095023,legacy_full_track_quadratic,N30,replace_legacy_pn_with_world_history_full,-1.7064127241433127,30.0,8.0
9.469734072386116,history_track_quadratic_no_apn,11.257473106212718,legacy_no_apn,N30,replace_legacy_pn_with_world_history_no_apn,-1.7877390338266022,30.0,8.0
9.978413408664593,history_track_velocity_no_apn,11.888331937820034,legacy_track_velocity_no_apn,N30,replace_legacy_pn_with_world_history_velocity,-1.9099185291554406,30.0,8.0
10.571682305870123,analytic_track_velocity_no_apn,9.978413408664593,history_track_velocity_no_apn,N30,replace_world_history_with_track_analytic_pn,0.5932688972055296,30.0,8.0
9.469734072386116,history_track_quadratic_no_apn,9.978413408664593,history_track_velocity_no_apn,N30,add_acceleration_lead_world_history,-0.5086793362784778,30.0,8.0
10.037750449974185,analytic_track_quadratic_no_apn,10.571682305870123,analytic_track_velocity_no_apn,N30,add_acceleration_lead_track_analytic,-0.5339318558959381,30.0,8.0
11.013465778932925,legacy_truth_velocity_no_apn,11.888331937820034,legacy_track_velocity_no_apn,N30,replace_track_with_truth_cv_for_legacy_capture_lead,-0.8748661588871087,30.0,8.0
7.382443401595838,analytic_truth_velocity_no_apn,10.571682305870123,analytic_track_velocity_no_apn,N30,replace_track_with_truth_cv_for_analytic_chain,-3.1892389042742852,30.0,8.0
7.382443401595838,analytic_truth_quadratic_no_apn,7.382443401595838,analytic_truth_velocity_no_apn,N30,truth_cv_quadratic_invariant,0.0,30.0,8.0
7.382443401595838,analytic_truth_velocity_apn,7.382443401595838,analytic_truth_velocity_no_apn,N30,truth_cv_apn_invariant,0.0,30.0,8.0
0.004311413272165297,legacy_no_capture,0.004311413272165297,legacy_no_capture_no_lead,N30,lead_requires_capture_invariant,0.0,30.0,8.0
107.94269353805804,legacy_no_capture,24.448064199657466,legacy_full_track_quadratic,M45,remove_capture_from_current,83.49462933840057,45.0,8.0
57.09194133809194,legacy_no_pn,24.448064199657466,legacy_full_track_quadratic,M45,remove_pn_from_current,32.643877138434476,45.0,8.0
24.448064199657466,legacy_full_track_quadratic,25.97863789189384,legacy_no_apn,M45,add_apn_to_current,-1.5305736922363735,45.0,8.0
117.61464432706939,legacy_no_lead,24.448064199657466,legacy_full_track_quadratic,M45,remove_lead_from_current,93.16658012741192,45.0,8.0
25.97863789189384,legacy_no_apn,27.678077034301744,legacy_track_velocity_no_apn,M45,add_acceleration_lead_legacy,-1.699439142407904,45.0,8.0
17.03440841011986,history_full_track_quadratic,24.448064199657466,legacy_full_track_quadratic,M45,replace_legacy_pn_with_world_history_full,-7.413655789537607,45.0,8.0
16.970206973611965,history_track_quadratic_no_apn,25.97863789189384,legacy_no_apn,M45,replace_legacy_pn_with_world_history_no_apn,-9.008430918281874,45.0,8.0
17.897210305336067,history_track_velocity_no_apn,27.678077034301744,legacy_track_velocity_no_apn,M45,replace_legacy_pn_with_world_history_velocity,-9.780866728965677,45.0,8.0
19.25718343189598,analytic_track_velocity_no_apn,17.897210305336067,history_track_velocity_no_apn,M45,replace_world_history_with_track_analytic_pn,1.3599731265599146,45.0,8.0
16.970206973611965,history_track_quadratic_no_apn,17.897210305336067,history_track_velocity_no_apn,M45,add_acceleration_lead_world_history,-0.9270033317241015,45.0,8.0
18.104253756744313,analytic_track_quadratic_no_apn,19.25718343189598,analytic_track_velocity_no_apn,M45,add_acceleration_lead_track_analytic,-1.1529296751516682,45.0,8.0
24.884438260363936,legacy_truth_velocity_no_apn,27.678077034301744,legacy_track_velocity_no_apn,M45,replace_track_with_truth_cv_for_legacy_capture_lead,-2.7936387739378077,45.0,8.0
14.843025658179755,analytic_truth_velocity_no_apn,19.25718343189598,analytic_track_velocity_no_apn,M45,replace_track_with_truth_cv_for_analytic_chain,-4.4141577737162265,45.0,8.0
14.843025658179755,analytic_truth_quadratic_no_apn,14.843025658179755,analytic_truth_velocity_no_apn,M45,truth_cv_quadratic_invariant,0.0,45.0,8.0
14.843025658179755,analytic_truth_velocity_apn,14.843025658179755,analytic_truth_velocity_no_apn,M45,truth_cv_apn_invariant,0.0,45.0,8.0
