range_km,-90,-75,-60,-45,-30,-15,0,15,30,45,60,75,90
4,253.15129624096963,114.71597000638722,14.237579633391924,1.4958821510618132,0.6307325565022268,0.1996166560034541,9.08306619229721e-05,0.19962086656975953,0.6307359108463404,1.4958840663799733,14.237580525206322,114.71597167544056,253.15130154612154
6,392.2919472799789,129.90027139802706,7.114503237832902,1.473400700835904,0.6844566899168928,0.2139283668747149,9.081797298305444e-05,0.2139314502542259,0.684459042391009,1.4734021545218676,7.114504027300181,129.90027257492744,392.2919529717117
8,530.8138816964116,176.01598457201925,14.763984405749424,1.6298702609880884,0.7308964200675603,0.225933259561511,9.081414224252183e-05,0.22593599627415098,0.7308986250117762,1.629871632299468,14.763985299447329,176.0159858491281,530.813887884648
10,665.7761952582691,248.0756634500023,40.824023759319836,2.016405595601877,0.7918105038176207,0.23943965793994113,9.081414660964423e-05,0.23944237898422455,0.7918126329437798,2.016406773057026,40.82402483725558,248.07566490719122,665.7762017238118
12,799.7056468746918,336.6021635056279,73.05490722358955,3.2307942758593007,0.8866270600029166,0.2543489707996339,9.081415124102169e-05,0.2543516732849817,0.8866290736784691,3.2307954008375046,73.05490836982908,336.60216513523704,799.7056535248055
16,1066.6682849497743,554.4957900964206,153.3582971339388,13.724905862960822,1.134017015599916,0.28889372111451356,9.081416133119028e-05,0.2888963822076838,1.1340187902541607,13.724907013391109,153.3582985131243,554.4957920296608,1066.6682925595574
