classification_reason,diagnostics_profile_attached,existing_8_neighbor_count,grid_tier,hit_run_count,max_achieved_lateral_g,max_capture_component_g,max_guidance_saturation_fraction,max_mirror_abs_difference_m,max_mirror_abs_difference_rho,max_postclamp_command_g,max_preclamp_command_g,max_seed_spread_m,max_seed_spread_rho,minimum_abs_rho_minus_one,mirror_entry_classification_consistent,nearest_distance_max_m,nearest_distance_mean_m,nearest_distance_min_m,neighbor_mixed_count,neighbor_robust_hit_count,neighbor_robust_miss_count,offset_deg,range_km,reclassified_launch_class,refinement_reasons,resolved_runtime_contract_matches,rho_max,rho_mean,rho_median,rho_min,robust_state,run_count,seed_count,signed_bearing_count,within_boundary_rho_band
mixed_or_adjacent_to_a_different_robust_state,False,5,main,6,34.99999999999999,0.0,0.4660493827160494,2.8779499163210376e-06,1.9186332775472951e-07,35.0,61.20472297622285,0.0,0.0,0.9999054254487107,True,0.0014186182693386178,0.0014171792943804575,0.0014157403194222967,0,4,1,50.0,4.0,M,[],True,9.457455128924118e-05,9.447861962536382e-05,9.447861962536382e-05,9.438268796148645e-05,robust_hit,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,5,main,0,34.99999999999999,0.0,0.48484848484848486,3.093555932309755e-06,2.062370629829502e-07,35.00000000000001,81.57202276693913,0.0,0.0,6.796226049982699,True,116.94339384329642,116.94339229651844,116.94339074974049,0,3,2,55.0,4.0,M,[],True,7.796226256219762,7.79622615310123,7.79622615310123,7.796226049982699,robust_miss,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,5,main,0,34.99999999999999,0.0,0.5014836795252225,1.7467148381911102e-05,1.1644765578466831e-06,35.0,100.71960588695082,0.0,0.0,62.67502697921895,True,955.1254221554326,955.1254134218584,955.1254046882842,0,1,4,60.0,4.0,M,[],True,63.675028143695506,63.67502756145723,63.67502756145723,63.67502697921895,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,5,main,0,34.99999999999999,0.0,0.4558303886925795,2.6719997777036042e-05,1.7813331822935652e-06,35.0,103.99203001494223,0.0,0.0,113.33086865671537,True,1714.9630565707282,1714.9630432107294,1714.9630298507304,0,0,5,65.0,4.0,O,[],True,114.33087043804855,114.33086954738195,114.33086954738195,114.33086865671537,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,5,main,0,34.99999999999993,0.0,0.38362068965517243,4.22975003857573e-05,2.8198333552609256e-06,35.0,80.6885522577238,0.0,0.0,168.90992303990666,True,2548.6488878961004,2548.64886674735,2548.6488455986,0,0,5,70.0,4.0,O,[],True,169.90992585974,169.90992444982334,169.90992444982334,169.90992303990666,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,5,main,0,34.99980774600611,0.0,0.18181818181818182,6.813613481426728e-05,4.542408987617819e-06,35.0,39.707590682896786,0.0,0.0,233.34666312768613,True,3515.200015051427,3515.1999809833596,3515.199946915292,0,0,5,75.0,4.0,O,[],True,234.34666767009512,234.34666539889062,234.34666539889062,234.34666312768613,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,5,main,0,5.179878550298427,0.0,0.0,9.979632659451454e-05,6.653088405528251e-06,5.999588332360402,5.999588332360402,0.0,0.0,261.3425350444806,True,3935.1381254635353,3935.1380755653718,3935.1380256672087,0,0,5,80.0,4.0,O,[],True,262.342541697569,262.3425383710248,262.34253837102483,262.3425350444806,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,5,main,0,5.571064432101943,0.0,0.0,0.00010893618127738591,7.262412054842571e-06,6.031522123942849,6.031522123942849,0.0,0.0,264.9135367747827,True,3988.7031605579214,3988.703106089831,3988.70305162174,0,0,5,85.0,4.0,O,[],True,265.91354403719475,265.9135404059887,265.9135404059887,265.9135367747827,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,3,main,0,0.0,0.0,0.0,0.00011414404070819728,7.609602675984206e-06,0.0,0.0,0.0,0.0,265.67340644437695,True,4000.1012108096947,4000.1011537376744,4000.101096665654,0,0,3,90.0,4.0,O,[],True,266.6734140539796,266.6734102491783,266.6734102491783,266.67340644437695,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,5,main,3,1.8014706545557722,0.0,0.0,0.0,0.0,6.124999999999999,6.124999999999999,0.0,0.0,0.9999091760511896,True,0.0013623592321568034,0.0013623592321568036,0.0013623592321568034,0,5,0,0.0,5.0,N,[],True,9.082394881045355e-05,9.082394881045355e-05,9.082394881045355e-05,9.082394881045355e-05,robust_hit,3,3,1,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,7.833507675255385,0.0,0.0,2.868283282384367e-06,1.9121888549229022e-07,7.843131707534181,7.843131707534181,0.0,0.0,0.9999089724822466,True,0.001365412766299662,0.00136397862465847,0.0013625444830172777,0,8,0,5.0,5.0,N,[],True,9.10275177533108e-05,9.093190831056466e-05,9.093190831056466e-05,9.083629886781851e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,13.22855279024358,0.0,0.0,2.924948642997775e-06,1.9499657619985076e-07,13.245211701282958,13.245211701282958,0.0,0.0,0.9999089604935412,True,0.0013655925968826979,0.001364130122561199,0.0013626676482397001,0,8,0,10.0,5.0,N,[],True,9.103950645884652e-05,9.094200817074659e-05,9.09420081707466e-05,9.084450988264667e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,17.594494741363196,0.0,0.0,7.94021330303399e-06,5.293475535355876e-07,17.616846361014346,17.616846361014346,0.0,0.0,0.9999079336631119,True,0.0013809950533217213,0.0013770249466702042,0.0013730548400186873,0,8,0,15.0,5.0,N,[],True,9.206633688811474e-05,9.180166311134694e-05,9.180166311134694e-05,9.153698933457916e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,21.736233832133568,0.0,0.0,4.902956530813962e-06,3.268637687209335e-07,21.76383501150098,21.76383501150098,0.0,0.0,0.9999085971130248,True,0.001371043304628426,0.0013685918263630192,0.001366140348097612,0,8,0,20.0,5.0,N,[],True,9.14028869752284e-05,9.123945509086794e-05,9.123945509086794e-05,9.107602320650747e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,25.671145590006628,0.0,0.0,9.75791168784045e-06,6.505274458560364e-07,25.703928559250667,25.703928559250667,0.0,0.0,0.9999068152646156,True,0.0013977710307664438,0.0013928920749225237,0.0013880131190786033,0,8,0,25.0,5.0,N,[],True,9.318473538442959e-05,9.285947166150156e-05,9.285947166150156e-05,9.253420793857355e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,29.383723166258086,0.0,0.0,6.996580319145818e-06,4.6643868794305995e-07,29.420976492037898,29.420976492037898,0.0,0.0,0.9999076225388519,True,0.0013856619172206727,0.0013821636270610997,0.001378665336901527,0,8,0,30.0,5.0,N,[],True,9.237746114804485e-05,9.214424180407331e-05,9.214424180407332e-05,9.19110224601018e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,32.8622456636043,0.0,0.0,9.12527720658236e-06,6.083518137721573e-07,32.904638442347924,32.904638442347924,0.0,0.0,0.9999056557216465,True,0.0014151641753026992,0.001410601536699408,0.0014060388980961169,0,8,0,35.0,5.0,N,[],True,9.434427835351328e-05,9.404010244662719e-05,9.40401024466272e-05,9.373592653974113e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,34.99999590822026,0.0,0.11564625850340136,4.340164044842193e-06,2.893442696561417e-07,35.0,36.40928273247215,0.0,0.0,0.9999079408540517,True,0.0013808871892258684,0.0013787171072034473,0.0013765470251810262,0,8,0,40.0,5.0,N,[],True,9.205914594839122e-05,9.191447381356316e-05,9.191447381356316e-05,9.176980167873508e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,34.999999999998025,0.0,0.23853211009174313,5.8290015380265976e-06,3.8860010253509837e-07,35.0,41.78450920894118,0.0,0.0,0.9999054990788542,True,0.001417513817187801,0.0014145993164187878,0.0014116848156497744,0,8,0,45.0,5.0,N,[],True,9.45009211458534e-05,9.430662109458585e-05,9.430662109458584e-05,9.41123210433183e-05,robust_hit,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,8,main,6,34.99999999999999,0.0,0.3059125964010283,3.6966311142032967e-06,2.4644207428021526e-07,35.0,49.024972642113504,0.0,0.0,0.9999057110929346,True,0.0014143336059816271,0.0014124852904245254,0.0014106369748674238,0,7,1,50.0,5.0,M,[],True,9.42889070654418e-05,9.41656860283017e-05,9.416568602830169e-05,9.404246499116159e-05,robust_hit,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,8,main,6,34.99999999999999,0.0,0.3117154811715481,9.148054055949442e-07,6.098702703967289e-08,35.0,58.322755428172,0.0,0.0,0.9999060012602948,True,0.001409981095577601,0.0014095236928748035,0.001409066290172006,0,4,4,55.0,5.0,M,[],True,9.39987397051734e-05,9.396824619165358e-05,9.396824619165356e-05,9.393775267813373e-05,robust_hit,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,8,main,0,34.99999999999999,0.0,0.3260437375745527,1.2092547876818571e-05,8.061698579808763e-07,35.0,69.95368101619069,0.0,0.0,47.24479711631534,True,723.671968837278,723.6719627910039,723.6719567447301,0,2,6,60.0,5.0,M,[],True,48.2447979224852,48.244797519400265,48.244797519400265,48.24479711631534,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,34.99999999999999,0.0,0.3697916666666667,2.4258816893052426e-05,1.6172544405890221e-06,35.00000000000001,74.01484154089042,0.0,0.0,134.4187278617793,True,2031.2809421855063,2031.2809300560978,2031.2809179266894,0,0,8,65.0,5.0,O,[],True,135.41872947903374,135.41872867040652,135.41872867040652,135.4187278617793,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,34.999999999999986,0.0,0.3217993079584775,3.3346696454827907e-05,2.2231130856198433e-06,35.00000000000001,70.10449776743695,0.0,0.0,209.53829340228847,True,3158.0744343810234,3158.0744177076754,3158.074401034327,0,0,8,70.0,5.0,O,[],True,210.53829562540156,210.53829451384502,210.53829451384502,210.53829340228847,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,34.99969799896637,0.0,0.1497326203208556,6.41901451672311e-05,4.279343045254791e-06,35.0,37.06012177845972,0.0,0.0,293.0429320785881,True,4410.6440453689665,4410.644013273894,4410.643981178821,0,0,8,75.0,5.0,O,[],True,294.0429363579311,294.04293421825963,294.0429342182596,294.0429320785881,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,4.914008786652066,0.0,0.0,9.712476366985356e-05,6.4749842181299755e-06,5.873573261845959,5.873573261845959,0.0,0.0,327.08070461855783,True,4921.210666403131,4921.210617840749,4921.210569278367,0,0,8,80.0,5.0,O,[],True,328.08071109354205,328.08070785604997,328.0807078560499,328.08070461855783,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,5.557229297421774,0.0,0.0,0.00010822611602634424,7.215074390387599e-06,5.890218724082525,5.890218724082525,0.0,0.0,331.4811559216379,True,4987.217447050684,4987.217392937627,4987.217338824568,0,0,8,85.0,5.0,O,[],True,332.48116313671227,332.48115952917505,332.4811595291751,332.4811559216379,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,5,main,0,0.0,0.0,0.0,0.00011414508026064141,7.609672024955216e-06,0.0,0.0,0.0,0.0,332.3387244190632,True,5000.080980431028,5000.080923358489,5000.080866285948,0,0,5,90.0,5.0,O,[],True,333.33873202873525,333.33872822389924,333.33872822389924,333.3387244190632,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,5,main,3,1.8014706545557722,0.0,0.0,0.0,0.0,6.124999999999999,6.124999999999999,0.0,0.0,0.999909182027017,True,0.0013622695947458168,0.0013622695947458168,0.0013622695947458168,0,5,0,0.0,6.0,N,[],True,9.081797298305444e-05,9.081797298305444e-05,9.081797298305444e-05,9.081797298305444e-05,robust_hit,3,3,1,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,7.510835407273689,0.0,0.0,2.137656531011776e-06,1.425104354007878e-07,7.518806187699465,7.518806187699465,0.0,0.0,0.9999090276679703,True,0.001364584980445488,0.0013635161521799823,0.0013624473239144763,0,8,0,5.0,6.0,N,[],True,9.097233202969921e-05,9.090107681199882e-05,9.090107681199882e-05,9.082982159429842e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,12.699782363700184,0.0,0.0,4.304001822803957e-06,2.869334548535917e-07,12.713043809982207,12.713043809982207,0.0,0.0,0.9999086755813087,True,0.0013698662803702684,0.0013677142794588665,0.0013655622785474645,0,8,0,10.0,6.0,N,[],True,9.132441869135122e-05,9.118095196392443e-05,9.118095196392443e-05,9.103748523649763e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,16.823244363865644,0.0,0.0,6.125533842870354e-06,4.083689228580155e-07,16.840359777497067,16.840359777497067,0.0,0.0,0.9999081558735649,True,0.001377661896527432,0.0013745991296059967,0.0013715363626845617,0,8,0,15.0,6.0,N,[],True,9.184412643516213e-05,9.163994197373313e-05,9.163994197373311e-05,9.143575751230411e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,20.7416145146229,0.0,0.0,5.458936030772925e-06,3.63929068718195e-07,20.763652434798555,20.763652434798555,0.0,0.0,0.999908241969891,True,0.0013763704516337163,0.0013736409836183298,0.0013709115156029434,0,8,0,20.0,6.0,N,[],True,9.175803010891442e-05,9.157606557455533e-05,9.157606557455533e-05,9.139410104019623e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,24.423594344853736,0.0,0.0,5.688014717844352e-06,3.7920098118962163e-07,24.449825116017355,24.449825116017355,0.0,0.0,0.999907929074237,True,0.0013810638864446615,0.0013782198790857393,0.0013753758717268171,0,8,0,25.0,6.0,N,[],True,9.207092576297743e-05,9.188132527238262e-05,9.188132527238262e-05,9.169172478178781e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,27.88480022795089,0.0,0.0,5.237845570538885e-06,3.491897047025824e-07,27.91513520987501,27.91513520987501,0.0,0.0,0.9999079379555565,True,0.0013809306666519587,0.0013783117438666895,0.0013756928210814198,0,8,0,30.0,6.0,N,[],True,9.206204444346391e-05,9.188744959111263e-05,9.188744959111263e-05,9.171285473876133e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,31.11935219536935,0.0,0.0,5.07235250164122e-06,3.3815683344275344e-07,31.151966484211513,31.151966484211513,0.0,0.0,0.999907766922133,True,0.0013834961680042781,0.0013809599917534575,0.001378423815502637,0,8,0,35.0,6.0,N,[],True,9.223307786695188e-05,9.20639994502305e-05,9.20639994502305e-05,9.189492103350913e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,34.116240504938354,0.0,0.0,4.820338273929916e-06,3.2135588492866285e-07,34.15287400016503,34.15287400016503,0.0,0.0,0.9999075187694988,True,0.0013872184575173087,0.0013848082883803437,0.0013823981192433788,0,8,0,40.0,6.0,N,[],True,9.248123050115391e-05,9.232055255868958e-05,9.232055255868958e-05,9.215987461622525e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,34.99999999372176,0.0,0.13216957605985039,5.605035441104585e-06,3.73669029406966e-07,35.0,37.65395397448867,0.0,0.0,0.9999058294360499,True,0.0014125584592523102,0.001409755941531758,0.0014069534238112056,0,8,0,45.0,6.0,N,[],True,9.4170563950154e-05,9.398372943545053e-05,9.398372943545053e-05,9.379689492074704e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,34.99999999999999,0.0,0.202991452991453,3.6750799598589054e-06,2.4500533065725675e-07,35.0,42.77149191169158,0.0,0.0,0.9999062458484295,True,0.0014063122735584563,0.0014044747335785269,0.0014026371935985974,0,8,0,50.0,6.0,N,[],True,9.375415157056376e-05,9.363164890523511e-05,9.363164890523513e-05,9.35091462399065e-05,robust_hit,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,8,main,6,34.99999999999999,0.0,0.22300884955752212,1.387556273962703e-06,9.250375159752257e-08,35.0,49.045959620479735,0.0,0.0,0.9999068723551421,True,0.0013969146728684387,0.0013962208947314574,0.001395527116594476,0,5,3,55.0,6.0,M,[],True,9.312764485789591e-05,9.308139298209717e-05,9.308139298209715e-05,9.303514110629839e-05,robust_hit,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,8,main,0,34.99999999999999,0.0,0.2106060606060606,6.963739508591971e-06,4.6424930033595047e-07,35.0,56.042229306193626,0.0,0.0,23.198889058530384,True,362.9833428416953,362.98333935982555,362.98333587795577,0,3,5,60.0,6.0,M,[],True,24.198889522779684,24.198889290655032,24.198889290655032,24.198889058530384,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,34.99999999999999,0.0,0.26499032882011603,2.2796283246862004e-05,1.519752231615712e-06,35.0,61.49982569983285,0.0,0.0,146.37210671886643,True,2210.58162357928,2210.581612181138,2210.5816007829967,0,0,8,65.0,6.0,O,[],True,147.37210823861867,147.37210747874255,147.37210747874255,147.37210671886643,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,34.99999999999999,0.0,0.2681564245810056,3.218323035980575e-05,2.145548677390252e-06,35.0,54.11134820312667,0.0,0.0,252.8577152167052,True,3807.865760433808,3807.865744342193,3807.865728250578,0,0,8,70.0,6.0,O,[],True,253.85771736225388,253.85771628947953,253.85771628947953,253.8577152167052,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,33.699252863333975,0.0,0.0,6.09882163189468e-05,4.0658810576132964e-06,34.115640675466366,34.115640675466366,0.0,0.0,353.78398067957966,True,5321.759771181911,5321.759740687802,5321.759710193694,0,0,8,75.0,6.0,O,[],True,354.7839847454607,354.7839827125202,354.7839827125202,354.78398067957966,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,4.790783642880051,0.0,0.0,9.468324969930109e-05,6.31221666935744e-06,5.775786812293772,5.775786812293772,0.0,0.0,392.83291438557194,True,5907.493810466829,5907.493763125204,5907.493715783579,0,0,8,80.0,6.0,O,[],True,393.8329206977886,393.8329175416803,393.8329175416803,393.83291438557194,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,5.733979451497007,0.0,0.0,0.00010760931854747469,7.173954600148136e-06,6.011951853450661,6.011951853450661,0.0,0.0,398.06710720214244,True,5986.006715641455,5986.006661836796,5986.006608032137,0,0,8,85.0,6.0,O,[],True,399.06711437609704,399.0671107891197,399.06711078911974,399.06710720214244,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,5,main,0,0.0,0.0,0.0,0.0001141456441473565,7.609709598455083e-06,0.0,0.0,0.0,0.0,399.00449194839973,True,6000.06749337164,6000.0674362988175,6000.067379225996,0,0,5,90.0,6.0,O,[],True,400.00449955810933,400.00449575325456,400.00449575325456,400.00449194839973,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,5,main,3,1.8014706545557722,0.0,0.0,0.0,0.0,6.124999999999999,6.124999999999999,0.0,0.0,0.9999091858598448,True,0.0013622121023282364,0.0013622121023282366,0.0013622121023282364,0,5,0,0.0,7.0,N,[],True,9.081414015521576e-05,9.081414015521576e-05,9.081414015521576e-05,9.081414015521576e-05,robust_hit,3,3,1,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,7.2905432521892815,0.0,0.0,1.9877154183133017e-06,1.3251436122089762e-07,7.2969557447097575,7.2969557447097575,0.0,0.0,0.9999090254068702,True,0.001364618896947051,0.0013636250392378944,0.0013626311815287378,0,8,0,5.0,7.0,N,[],True,9.097459312980341e-05,9.090833594919296e-05,9.090833594919296e-05,9.084207876858251e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,12.36139741290292,0.0,0.0,3.630924246124205e-06,2.4206161640828033e-07,12.372363928431088,12.372363928431088,0.0,0.0,0.9999087364558624,True,0.001368953162063585,0.001367137699940523,0.0013653222378174608,0,8,0,10.0,7.0,N,[],True,9.126354413757233e-05,9.11425133293682e-05,9.114251332936819e-05,9.102148252116405e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,16.305338054285578,0.0,0.0,4.85687165901116e-06,3.237914439340882e-07,16.31997621282843,16.31997621282843,0.0,0.0,0.999908394305804,True,0.0013740854129390971,0.0013716569771095915,0.001369228541280086,0,8,0,15.0,7.0,N,[],True,9.160569419593981e-05,9.144379847397277e-05,9.144379847397277e-05,9.128190275200573e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,20.035316548833492,0.0,0.0,5.264503654875451e-06,3.509669103250355e-07,20.053462543348015,20.053462543348015,0.0,0.0,0.9999081965860785,True,0.0013770512088218075,0.0013744189569943697,0.001371786705166932,0,8,0,20.0,7.0,N,[],True,9.180341392145384e-05,9.162793046629132e-05,9.162793046629132e-05,9.14524470111288e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,23.526697905006326,0.0,0.0,6.657440447547331e-06,4.438293631698248e-07,23.54766931113074,23.54766931113074,0.0,0.0,0.9999074700089363,True,0.0013879498659545204,0.0013846211457307469,0.001381292425506973,0,8,0,25.0,7.0,N,[],True,9.252999106363469e-05,9.230807638204977e-05,9.230807638204979e-05,9.208616170046487e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,26.782535591519974,0.0,0.0,4.030042295162951e-06,2.6866948634420213e-07,26.806168909843976,26.806168909843976,0.0,0.0,0.9999084168118212,True,0.0013737478226824183,0.0013717328015348366,0.0013697177803872554,0,8,0,30.0,7.0,N,[],True,9.158318817882789e-05,9.144885343565579e-05,9.144885343565579e-05,9.131451869248369e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,29.81127587881648,0.0,0.0,4.332853007814243e-06,2.8885686718761803e-07,29.83772776123431,29.83772776123431,0.0,0.0,0.9999081224206168,True,0.0013781636907480425,0.0013759972642441354,0.0013738308377402282,0,8,0,35.0,7.0,N,[],True,9.187757938320283e-05,9.173315094960902e-05,9.173315094960902e-05,9.158872251601522e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,32.6058634683003,0.0,0.0,5.73516148980849e-06,3.823440993205678e-07,32.6351222261771,32.6351222261771,0.0,0.0,0.999906782860047,True,0.0013982570992952686,0.0013953895185503645,0.00139252193780546,0,8,0,40.0,7.0,N,[],True,9.321713995301791e-05,9.302596790335763e-05,9.302596790335763e-05,9.283479585369734e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,34.998912068788385,0.0,0.030991735537190084,3.459277308540641e-06,2.3061848723605178e-07,35.0,35.19687898111214,0.0,0.0,0.9999078882093669,True,0.0013816768594967525,0.001379947220842482,0.0013782175821882119,0,8,0,45.0,7.0,N,[],True,9.211179063311684e-05,9.199648138949881e-05,9.199648138949881e-05,9.188117214588079e-05,robust_hit,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,8,main,6,34.99999999999079,0.0,0.12972972972972974,2.5447696881402034e-06,1.6965131254266757e-07,35.0,38.811500167218774,0.0,0.0,0.9999078535211723,True,0.0013821971824163816,0.0013809247975723115,0.0013796524127282414,0,8,0,50.0,7.0,N,[],True,9.214647882775877e-05,9.206165317148744e-05,9.206165317148744e-05,9.19768275152161e-05,robust_hit,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,8,main,6,34.99999999999999,0.0,0.16163141993957703,1.9057597691980385e-06,1.2705065127987646e-07,35.0,43.3740558107148,0.0,0.0,0.9999060816723518,True,0.0014087749147220871,0.0014078220348374881,0.001406869154952889,0,6,2,55.0,7.0,M,[],True,9.391832764813915e-05,9.385480232249921e-05,9.385480232249921e-05,9.379127699685927e-05,robust_hit,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,8,main,0,34.99999999999999,0.0,0.14588528678304238,3.1125476880333736e-06,2.0750317908380111e-07,35.0,48.2565273008816,0.0,0.0,5.25405426200076,True,93.81081704255908,93.81081548628522,93.81081393001139,0,4,4,60.0,7.0,M,[],True,6.254054469503939,6.254054365752349,6.254054365752349,6.25405426200076,robust_miss,6,3,2,False
mixed_or_adjacent_to_a_different_robust_state,False,8,main,0,34.99999999999999,0.0,0.17846153846153845,2.13819412238081e-05,1.4254627558329958e-06,35.0,52.13266712387717,0.0,0.0,153.43084774304242,True,2316.4627375275777,2316.462726836607,2316.4627161456365,0,1,7,65.0,7.0,M,[],True,154.43084916850518,154.4308484557738,154.4308484557738,154.43084774304242,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,34.99999999999997,0.0,0.20594965675057209,3.2390399610449094e-05,2.159360008135991e-06,35.0,46.270577346519616,0.0,0.0,294.22707639749405,True,4428.4061783528105,4428.40616215761,4428.406145962411,0,0,8,70.0,7.0,O,[],True,295.22707855685405,295.2270774771741,295.227077477174,295.22707639749405,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,31.580539469165803,0.0,0.0,5.7826559896057006e-05,3.855104012018273e-06,32.624929275591,32.624929275591,0.0,0.0,415.5939935856568,True,6248.909961611412,6248.909932698131,6248.909903784852,0,0,8,75.0,7.0,O,[],True,416.5939974407608,416.59399551320877,416.5939955132088,416.5939935856568,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,5.088659650509717,0.0,0.0,9.248951118934201e-05,6.165967363358504e-06,5.989076188941956,5.989076188941956,0.0,0.0,458.60024155819025,True,6894.0037158623645,6894.003669617609,6894.003623372853,0,0,8,80.0,7.0,O,[],True,459.6002477241576,459.60024464117396,459.60024464117396,459.60024155819025,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,8,main,0,5.698449807776909,0.0,0.0,0.00010673860469978536,7.1159069534587616e-06,5.918186779867976,5.918186779867976,0.0,0.0,464.663834428442,True,6984.9576231652345,6984.957569795933,6984.95751642663,0,0,8,85.0,7.0,O,[],True,465.66384154434894,465.6638379863955,465.6638379863955,465.663834428442,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_miss,False,5,main,0,0.0,0.0,0.0,0.00011414598429837497,7.609732278979209e-06,0.0,0.0,0.0,0.0,465.6705163703354,True,7000.057859701015,7000.057802628024,7000.057745555031,0,0,5,90.0,7.0,O,[],True,466.6705239800677,466.67052017520155,466.67052017520155,466.6705163703354,robust_miss,6,3,2,False
cell_and_all_existing_8_neighbors_robust_hit,False,5,main,3,1.8014706545557722,0.0,0.0,0.0,0.0,6.124999999999999,6.124999999999999,0.0,0.0,0.9999091858577575,True,0.0013622121336378274,0.0013622121336378274,0.0013622121336378274,0,5,0,0.0,8.0,N,[],True,9.081414224252183e-05,9.081414224252183e-05,9.081414224252183e-05,9.081414224252183e-05,robust_hit,3,3,1,False
